9924,Special Seasoning,1499,1.0,2020-09-08 23:36:16.364
304,dry noodles,200,5,2020-09-08 23:41:03.446
8686,perfect ice cube,3100,1,2020-09-08 23:41:15.153
8763,BACON,195,3.0,2020-09-08 23:53:26.814
9537,pocket wish,49900,3,2020-09-09 00:26:20.573
9537,pocket wish,49000,18,2020-09-09 01:08:47.938
8763,BACON,179,100,2020-09-09 01:11:26.145
9537,pocket wish,49000,3,2020-09-09 02:53:21.285
9537,pocket wish,49900,3,2020-09-09 03:22:56.705
194,Mr. Accessory,54000000,1,2020-09-09 04:07:48.994
194,Mr. Accessory,54000000,1,2020-09-09 04:07:49.581
9537,pocket wish,49500,3,2020-09-09 04:46:32.994
9537,pocket wish,49000,3,2020-09-09 06:46:09.070
8763,BACON,190,100,2020-09-09 07:55:03.765
706,porquoise,14999,1,2020-09-09 08:09:52.742
9537,pocket wish,49750,6,2020-09-09 09:03:49.966
8741,perfect old-fashioned,120,1.0,2020-09-09 09:12:57.757
9386,elemental caipiroska,100,3.0,2020-09-09 09:12:59.847
8737,perfect cosmopolitan,120,1.0,2020-09-09 09:13:03.913
706,porquoise,14995,2,2020-09-09 09:32:35.685
8763,BACON,200,100,2020-09-09 10:05:54.083
10259,grain of sand,100,33,2020-09-09 10:06:46.188
304,dry noodles,100,12,2020-09-09 10:17:44.169
9537,pocket wish,49900,8,2020-09-09 10:17:46.331
304,dry noodles,200,10,2020-09-09 10:19:44.640
706,porquoise,14250,5,2020-09-09 10:28:56.656
8763,BACON,225,101,2020-09-09 10:35:48.921
8763,BACON,233,106,2020-09-09 10:40:07.864
9537,pocket wish,49900,6,2020-09-09 10:47:38.236
8763,BACON,100,1.0,2020-09-09 11:16:09.342
304,dry noodles,250,5,2020-09-09 11:18:38.298
706,porquoise,14000,1,2020-09-09 11:27:11.444
9537,pocket wish,49899,9,2020-09-09 12:03:21.659
8763,BACON,200,2.0,2020-09-09 12:07:19.880
3440,prismatic wad,9500,6,2020-09-09 12:22:37.656
333,lime,1550,30,2020-09-09 12:23:32.249
9537,pocket wish,49901,3,2020-09-09 12:31:38.392
9537,pocket wish,49800,3,2020-09-09 13:14:10.588
333,lime,1599,146,2020-09-09 13:19:58.746
1006,cherry,1750,6,2020-09-09 13:20:12.203
10259,grain of sand,100,27,2020-09-09 14:05:54.310
304,dry noodles,246,2,2020-09-09 14:38:40.558
304,dry noodles,200,5,2020-09-09 14:49:34.287
9924,Special Seasoning,1200,17,2020-09-09 14:49:43.855
333,lime,1500,2,2020-09-09 15:05:35.301
8686,perfect ice cube,3100,1,2020-09-09 15:06:00.987
9537,pocket wish,49900,3,2020-09-09 15:15:48.569
333,lime,1590,2,2020-09-09 15:38:48.117
9537,pocket wish,49500,3,2020-09-09 15:52:44.839
7370,Psychotic Train wine,1000,1,2020-09-09 16:37:08.191
333,lime,1500,24,2020-09-09 17:05:36.791
1006,cherry,1700,1,2020-09-09 18:43:47.911
10259,grain of sand,100,68,2020-09-09 22:34:30.790
8763,BACON,200,200,2020-09-09 22:34:48.787
10259,grain of sand,100,6,2020-09-09 23:00:25.616
8686,perfect ice cube,3153,17,2020-09-09 23:21:30.863
194,Mr. Accessory,53750000,1,2020-09-09 23:23:49.416
4622,Game Grid ticket,700,1.0,2020-09-09 23:36:37.310
8741,perfect old-fashioned,120,1.0,2020-09-09 23:36:47.195
9386,elemental caipiroska,100,3.0,2020-09-09 23:36:52.238
8763,BACON,195,3.0,2020-09-09 23:36:57.322
9924,Special Seasoning,1499,1.0,2020-09-09 23:37:01.125
8737,perfect cosmopolitan,120,1.0,2020-09-09 23:37:02.555
304,dry noodles,200,5,2020-09-09 23:41:15.805
8763,BACON,200,2.0,2020-09-09 23:41:19.500
8763,BACON,200,2.0,2020-09-09 23:43:30.852
9537,pocket wish,49900,3,2020-09-09 23:52:31.930
9537,pocket wish,49900,3,2020-09-10 00:00:12.253
9537,pocket wish,49500,3,2020-09-10 09:07:02.599
9537,pocket wish,49500,3,2020-09-10 09:09:06.369
304,dry noodles,200,5,2020-09-10 09:15:24.224
194,Mr. Accessory,54000000,1,2020-09-10 09:50:56.163
10259,grain of sand,100,23,2020-09-10 10:18:01.267
9537,pocket wish,49900,3,2020-09-10 10:42:26.457
9537,pocket wish,49000,21,2020-09-10 10:45:34.208
9537,pocket wish,49900,3,2020-09-10 10:54:40.875
8763,BACON,190,100,2020-09-10 11:10:47.418
9537,pocket wish,49899,3,2020-09-10 11:17:05.667
8686,perfect ice cube,3100,1,2020-09-10 11:17:47.287
9537,pocket wish,49800,3,2020-09-10 12:01:59.889
9537,pocket wish,49900,3,2020-09-10 12:04:59.779
9924,Special Seasoning,1200,8,2020-09-10 12:05:03.258
3327,extra-greasy slider,1000,1.0,2020-09-10 12:05:51.356
304,dry noodles,222,30,2020-09-10 12:24:01.264
9537,pocket wish,49899,135,2020-09-10 12:24:12.790
10259,grain of sand,100,11,2020-09-10 12:59:38.881
706,porquoise,1000,2,2020-09-10 13:16:03.829
706,porquoise,1000,2,2020-09-10 13:20:57.395
10259,grain of sand,350,5.0,2020-09-10 13:32:59.371
4463,chocolate turtle totem,100,1,2020-09-10 13:33:41.568
10259,grain of sand,100,30,2020-09-10 14:05:33.944
9537,pocket wish,49800,3,2020-09-10 14:17:01.662
304,dry noodles,250,328,2020-09-10 16:02:17.506
8763,BACON,200,3963,2020-09-10 16:02:21.313
9537,pocket wish,49500,150,2020-09-10 16:02:22.753
194,Mr. Accessory,53000000,1,2020-09-10 16:49:19.779
194,Mr. Accessory,53000000,1,2020-09-10 16:49:21.021
8763,BACON,100,1.0,2020-09-10 17:21:46.289
194,Mr. Accessory,53350000,1,2020-09-10 17:39:19.937
9537,pocket wish,49000,1.0,2020-09-10 17:44:16.577
9537,pocket wish,49900,6,2020-09-10 18:08:29.851
10259,grain of sand,350,28,2020-09-10 18:50:04.895
8763,BACON,200,100,2020-09-10 18:53:30.037
9537,pocket wish,49901,3,2020-09-10 20:43:28.822
10259,grain of sand,300,3,2020-09-10 20:53:37.655
10259,grain of sand,350,4,2020-09-10 20:59:45.777
9537,pocket wish,49000,6,2020-09-10 21:00:09.481
10259,grain of sand,100,26,2020-09-10 21:03:29.318
8763,BACON,200,100,2020-09-10 21:03:52.998
9513,Meteorite-Ade,8000,3,2020-09-10 22:03:44.028
8737,perfect cosmopolitan,3755,1.0,2020-09-10 22:04:08.297
7004,Flaskfull of Hollow,600,6,2020-09-10 23:19:37.264
4622,Game Grid ticket,700,1.0,2020-09-10 23:36:24.294
8763,BACON,200,2.0,2020-09-10 23:36:44.563
8737,perfect cosmopolitan,3755,1.0,2020-09-10 23:36:49.619
8763,BACON,200,2.0,2020-09-10 23:38:55.806
304,dry noodles,200,5,2020-09-10 23:41:04.056
8686,perfect ice cube,3100,1,2020-09-10 23:41:38.116
9537,pocket wish,49900,3,2020-09-10 23:43:24.368
8763,BACON,195,2.0,2020-09-10 23:47:47.614
9537,pocket wish,49900,3,2020-09-11 00:25:59.274
9513,Meteorite-Ade,8000,1,2020-09-11 01:06:36.286
9537,pocket wish,49000,3,2020-09-11 01:06:43.054
10259,grain of sand,100,135,2020-09-11 01:12:27.921
8763,BACON,184,100,2020-09-11 01:12:45.029
9537,pocket wish,49500,3,2020-09-11 01:12:46.284
9513,Meteorite-Ade,7820,3,2020-09-11 01:14:40.257
8737,perfect cosmopolitan,3750,1,2020-09-11 01:14:50.607
9537,pocket wish,49900,3,2020-09-11 03:14:03.464
9537,pocket wish,49000,3,2020-09-11 03:57:40.580
9537,pocket wish,49000,3,2020-09-11 08:51:39.141
9537,pocket wish,49500,12,2020-09-11 08:53:46.453
9537,pocket wish,49500,3,2020-09-11 08:55:53.178
9537,pocket wish,49500,3,2020-09-11 08:58:04.083
9537,pocket wish,49900,3,2020-09-11 09:00:20.088
304,dry noodles,200,5,2020-09-11 09:14:26.717
9537,pocket wish,49750,3,2020-09-11 09:14:31.858
304,dry noodles,200,5,2020-09-11 09:41:05.553
346,scrumptious reagent,850,5,2020-09-11 09:43:30.731
8763,BACON,100,200,2020-09-11 09:56:02.658
9537,pocket wish,49000,5,2020-09-11 09:56:10.972
8739,perfect dark and stormy,3755,1.0,2020-09-11 10:30:14.288
5227,bucket of wine,861,4,2020-09-11 10:58:32.138
8686,perfect ice cube,3800,1,2020-09-11 11:35:41.708
194,Mr. Accessory,53500000,1,2020-09-11 11:37:15.365
8686,perfect ice cube,3800,14,2020-09-11 12:18:00.058
10259,grain of sand,100,27,2020-09-11 14:04:26.996
9537,pocket wish,49420,12,2020-09-11 14:13:50.099
8686,perfect ice cube,3724,7,2020-09-11 14:14:20.227
10259,grain of sand,100,16,2020-09-11 14:40:52.240
9537,pocket wish,49700,3,2020-09-11 14:41:13.104
194,Mr. Accessory,53500500,1,2020-09-11 15:42:31.215
194,Mr. Accessory,53500500,1,2020-09-11 15:42:32.569
10259,grain of sand,100,223,2020-09-11 16:25:23.423
7006,handful of Smithereens,100,2.0,2020-09-11 18:00:12.911
9537,pocket wish,49000,158,2020-09-11 18:59:31.991
8740,perfect mimosa,3755,1.0,2020-09-11 19:07:02.493
9537,pocket wish,49900,150,2020-09-11 19:07:11.870
9537,pocket wish,49900,100,2020-09-11 19:32:55.378
10259,grain of sand,100,6,2020-09-11 20:19:06.002
9537,pocket wish,49900,3,2020-09-11 20:19:22.903
3327,extra-greasy slider,100,1.0,2020-09-11 20:52:51.031
304,dry noodles,200,3000,2020-09-11 21:15:18.317
9537,pocket wish,49000,13,2020-09-11 21:35:16.490
9537,pocket wish,48000,1.0,2020-09-11 22:31:38.044
3323,Ol' Scratch's salad fork,30000,5,2020-09-11 22:46:03.763
8740,perfect mimosa,3755,1.0,2020-09-11 23:36:26.082
8763,BACON,200,2.0,2020-09-11 23:36:35.568
9537,pocket wish,48000,1.0,2020-09-11 23:36:36.823
8737,perfect cosmopolitan,3755,1.0,2020-09-11 23:36:40.053
7006,handful of Smithereens,100,2.0,2020-09-11 23:36:50.723
8763,BACON,200,2.0,2020-09-11 23:38:26.790
304,dry noodles,200,5,2020-09-11 23:42:13.345
8686,perfect ice cube,3100,1,2020-09-11 23:42:43.759
194,Mr. Accessory,53000000,1,2020-09-11 23:59:36.288
9537,pocket wish,49900,3,2020-09-12 00:04:02.154
7372,pie man was not meant to eat,1300,1,2020-09-12 00:16:23.443
9537,pocket wish,49900,3,2020-09-12 00:26:20.241
8763,BACON,195,2.0,2020-09-12 01:06:53.473
8763,BACON,184,100,2020-09-12 01:12:10.748
8737,perfect cosmopolitan,3800,7.0,2020-09-12 02:45:31.288
194,Mr. Accessory,53900000,1,2020-09-12 02:57:30.826
9513,Meteorite-Ade,4499,2,2020-09-12 02:58:15.959
5227,bucket of wine,7499,11,2020-09-12 02:58:37.577
9537,pocket wish,49000,3,2020-09-12 03:48:12.321
9537,pocket wish,49900,45,2020-09-12 03:49:58.013
8763,BACON,100,100,2020-09-12 05:36:58.380
9537,pocket wish,49000,3,2020-09-12 05:36:59.589
9537,pocket wish,48000,3,2020-09-12 06:32:11.884
8763,BACON,190,100,2020-09-12 07:52:43.545
706,porquoise,12000,1,2020-09-12 08:09:29.906
8763,BACON,100,1.0,2020-09-12 08:34:36.914
9537,pocket wish,49750,3,2020-09-12 08:51:31.943
4622,Game Grid ticket,700,1.0,2020-09-12 09:55:55.722
8204,one-day ticket to Dinseylandfill,99999,1,2020-09-12 11:20:17.617
9537,pocket wish,49900,3,2020-09-12 11:44:32.728
8737,perfect cosmopolitan,3745,1,2020-09-12 11:51:35.387
8686,perfect ice cube,3100,2,2020-09-12 12:19:34.727
9537,pocket wish,49500,12,2020-09-12 13:29:03.188
8763,BACON,200,100,2020-09-12 13:34:00.647
9537,pocket wish,49500,3,2020-09-12 13:40:41.863
10259,grain of sand,100,16,2020-09-12 14:04:02.334
10259,grain of sand,100,12,2020-09-12 14:05:57.186
304,dry noodles,218,200,2020-09-12 14:27:56.584
10259,grain of sand,100,5,2020-09-12 15:04:14.323
9537,pocket wish,49910,6,2020-09-12 15:22:07.383
1006,cherry,1500,10,2020-09-12 15:46:42.846
10259,grain of sand,100,9,2020-09-12 16:00:59.452
8763,BACON,200,100,2020-09-12 16:03:16.511
9537,pocket wish,49900,3,2020-09-12 17:32:41.763
9537,pocket wish,48000,1.0,2020-09-12 18:01:52.611
9537,pocket wish,49900,6,2020-09-12 19:15:01.350
3327,extra-greasy slider,100,1,2020-09-12 19:32:55.784
3325,jar of fermented pickle juice,100,1.0,2020-09-12 19:35:40.729
8763,BACON,200,100,2020-09-12 19:52:09.184
9537,pocket wish,49900,3,2020-09-12 21:23:09.785
8763,BACON,200,500,2020-09-12 22:07:36.721
10259,grain of sand,123,3,2020-09-12 22:18:25.650
1959,tattered scrap of paper,1500,25.0,2020-09-12 22:45:28.955
9537,pocket wish,49900,3,2020-09-12 22:46:15.508
10259,grain of sand,100,37,2020-09-12 23:20:45.623
4622,Game Grid ticket,700,1.0,2020-09-12 23:43:15.732
1959,tattered scrap of paper,1500,25.0,2020-09-12 23:44:07.397
8763,BACON,195,2.0,2020-09-12 23:44:38.739
9537,pocket wish,48000,1.0,2020-09-12 23:44:45.298
8763,BACON,200,2.0,2020-09-13 00:07:56.480
8763,BACON,200,2.0,2020-09-13 00:20:57.805
8204,one-day ticket to Dinseylandfill,100000,2,2020-09-13 00:31:14.855
4464,chocolate pasta spoon,2500,1,2020-09-13 01:09:05.225
8763,BACON,184,100,2020-09-13 01:10:12.818
9537,pocket wish,49900,3,2020-09-13 03:06:52.656
9537,pocket wish,49900,3,2020-09-13 03:40:28.655
9537,pocket wish,49000,3,2020-09-13 04:32:52.055
9537,pocket wish,49900,3,2020-09-13 05:38:41.901
9537,pocket wish,49500,27,2020-09-13 06:46:39.205
7370,Psychotic Train wine,1200,39,2020-09-13 07:19:46.150
8763,BACON,100,1.0,2020-09-13 07:41:22.472
8686,perfect ice cube,2000,1.0,2020-09-13 07:43:28.141
9386,elemental caipiroska,101,1.0,2020-09-13 07:51:37.986
9537,pocket wish,49900,6,2020-09-13 07:52:09.466
9537,pocket wish,49900,2,2020-09-13 08:16:29.575
9537,pocket wish,49750,3,2020-09-13 09:16:31.260
9537,pocket wish,49900,40,2020-09-13 09:47:08.589
706,porquoise,15000,2,2020-09-13 09:57:55.927
9537,pocket wish,49500,3,2020-09-13 11:26:25.003
194,Mr. Accessory,53500000,1,2020-09-13 11:42:24.877
194,Mr. Accessory,53500000,1,2020-09-13 11:42:34.077
194,Mr. Accessory,53500000,1,2020-09-13 11:42:41.804
10259,grain of sand,100,6,2020-09-13 11:45:27.450
9537,pocket wish,49500,69,2020-09-13 11:46:43.516
10259,grain of sand,100,158,2020-09-13 11:56:42.959
8763,BACON,200,93,2020-09-13 11:58:17.299
8204,one-day ticket to Dinseylandfill,100000,1.0,2020-09-13 12:10:05.095
304,dry noodles,230,23,2020-09-13 13:13:10.561
5227,bucket of wine,7200,2,2020-09-13 13:13:43.308
9537,pocket wish,49700,135,2020-09-13 13:16:21.587
8686,perfect ice cube,3100,1,2020-09-13 13:17:04.054
10259,grain of sand,100,27,2020-09-13 14:11:47.479
8763,BACON,100,100,2020-09-13 14:28:55.135
9537,pocket wish,49700,1,2020-09-13 14:28:59.611
9537,pocket wish,49500,400,2020-09-13 15:00:50.689
9537,pocket wish,49500,12,2020-09-13 15:06:34.970
9537,pocket wish,49700,2,2020-09-13 15:22:32.604
9537,pocket wish,49700,65,2020-09-13 15:39:17.105
346,scrumptious reagent,900,29,2020-09-13 16:23:44.576
9537,pocket wish,49900,200,2020-09-13 16:38:53.683
194,Mr. Accessory,53500000,1,2020-09-13 16:53:52.785
10259,grain of sand,100,6,2020-09-13 17:25:20.693
8763,BACON,200,100,2020-09-13 17:26:05.097
9537,pocket wish,49900,9,2020-09-13 17:52:14.009
9537,pocket wish,49900,6,2020-09-13 18:09:29.690
9537,pocket wish,49900,6,2020-09-13 18:21:16.582
8204,one-day ticket to Dinseylandfill,100000,1,2020-09-13 19:11:38.868
9537,pocket wish,49000,21,2020-09-13 19:53:46.587
9537,pocket wish,49900,3.0,2020-09-13 20:06:25.333
9537,pocket wish,49900,3,2020-09-13 20:40:41.599
8763,BACON,200,100,2020-09-13 21:10:07.695
9513,Meteorite-Ade,5000,1,2020-09-13 21:51:47.408
333,lime,1500,1.0,2020-09-13 21:52:04.405
9537,pocket wish,49850,5,2020-09-13 21:56:01.207
7797,karma shawarma,738,1.0,2020-09-13 22:59:46.614
9537,pocket wish,49899,12,2020-09-13 23:12:20.104
9537,pocket wish,49900,3,2020-09-13 23:22:08.419
1959,tattered scrap of paper,1500,25.0,2020-09-13 23:36:39.744
8763,BACON,100,1.0,2020-09-13 23:36:47.926
9537,pocket wish,49900,3.0,2020-09-13 23:36:49.480
333,lime,1500,1.0,2020-09-13 23:36:58.991
7797,karma shawarma,738,1.0,2020-09-13 23:37:20.184
8763,BACON,200,2.0,2020-09-13 23:39:16.065
346,scrumptious reagent,900,5,2020-09-13 23:44:31.251
8686,perfect ice cube,3100,1,2020-09-13 23:44:50.882
7773,transdermal smoke patch,4900,635,2020-09-13 23:51:58.068
8763,BACON,150,124,2020-09-13 23:54:01.782
9537,pocket wish,49000,6,2020-09-13 23:54:03.169
8763,BACON,195,1.0,2020-09-14 00:16:10.741
9537,pocket wish,49900,3,2020-09-14 00:28:45.382
8763,BACON,184,100,2020-09-14 01:08:10.474
7004,Flaskfull of Hollow,666,6,2020-09-14 01:08:26.629
9537,pocket wish,49500,3,2020-09-14 01:10:41.030
194,Mr. Accessory,52000000,1,2020-09-14 01:25:49.237
194,Mr. Accessory,52000000,1,2020-09-14 01:25:51.091
9537,pocket wish,49000,3,2020-09-14 03:28:40.605
9537,pocket wish,49900,3,2020-09-14 03:40:00.168
9537,pocket wish,47500,3,2020-09-14 04:33:37.935
5170,transporter transponder,100,1.0,2020-09-14 04:59:06.492
9537,pocket wish,49900,2,2020-09-14 06:15:00.301
9537,pocket wish,49900,3,2020-09-14 07:10:58.693
1006,cherry,120,2,2020-09-14 08:26:23.200
9537,pocket wish,49750,3,2020-09-14 08:42:17.679
9537,pocket wish,49900,2,2020-09-14 09:05:53.428
8686,perfect ice cube,2000,1.0,2020-09-14 09:09:48.584
9537,pocket wish,49500,3,2020-09-14 10:24:15.886
10259,grain of sand,100,23,2020-09-14 11:19:49.839
9537,pocket wish,49900,3,2020-09-14 11:21:12.087
9537,pocket wish,49900,3,2020-09-14 11:35:36.310
8763,BACON,200,93,2020-09-14 11:50:54.655
9537,pocket wish,49900,3,2020-09-14 11:51:05.378
706,porquoise,15000,1,2020-09-14 14:12:58.576
706,porquoise,15500,1,2020-09-14 14:29:41.222
9537,pocket wish,49875,36,2020-09-14 14:55:59.053
1959,tattered scrap of paper,975,2,2020-09-14 15:05:39.455
9537,pocket wish,49500,33,2020-09-14 15:06:01.964
8741,perfect old-fashioned,120,1.0,2020-09-14 16:16:05.994
194,Mr. Accessory,53000000,1,2020-09-14 17:31:27.832
194,Mr. Accessory,53000000,1,2020-09-14 17:31:29.789
194,Mr. Accessory,53000000,1,2020-09-14 17:31:31.728
9537,pocket wish,49900,3,2020-09-14 18:13:08.746
9537,pocket wish,210,1.0,2020-09-14 18:59:27.483
333,lime,1450,21,2020-09-14 19:10:54.806
346,scrumptious reagent,850,34,2020-09-14 19:33:05.266
333,lime,1495,3,2020-09-14 19:56:43.820
333,lime,1495,3,2020-09-14 19:59:04.899
8686,perfect ice cube,3100,6,2020-09-14 20:21:39.260
9537,pocket wish,49900,3,2020-09-14 20:23:36.604
333,lime,1500,9,2020-09-14 20:23:46.144
333,lime,1490,3,2020-09-14 21:30:04.986
9537,pocket wish,49901,3,2020-09-14 22:07:39.101
9537,pocket wish,49800,50,2020-09-14 22:51:47.144
8741,perfect old-fashioned,120,1.0,2020-09-14 23:36:42.622
1959,tattered scrap of paper,1000,25.0,2020-09-14 23:36:45.457
8763,BACON,195,1.0,2020-09-14 23:36:53.491
333,lime,1500,1.0,2020-09-14 23:37:05.071
8763,BACON,200,2.0,2020-09-14 23:39:20.935
9537,pocket wish,49900,3,2020-09-14 23:41:52.682
7004,Flaskfull of Hollow,600,3,2020-09-14 23:47:11.022
8686,perfect ice cube,3100,1,2020-09-14 23:47:28.739
9537,pocket wish,49900,3,2020-09-14 23:51:42.479
8763,BACON,200,2.0,2020-09-15 00:17:44.132
9537,pocket wish,49900,3,2020-09-15 00:22:35.328
8763,BACON,184,100,2020-09-15 01:07:31.115
9537,pocket wish,49500,12,2020-09-15 07:57:42.738
7370,Psychotic Train wine,1200,890,2020-09-15 07:57:47.828
7372,pie man was not meant to eat,1100,2,2020-09-15 07:57:50.526
6311,Uncle Buck,5279000,2,2020-09-15 07:57:54.396
7372,pie man was not meant to eat,1200,384,2020-09-15 08:00:05.934
6311,Uncle Buck,5280000,2,2020-09-15 08:00:09.994
9537,pocket wish,49900,3.0,2020-09-15 08:11:31.377
8763,BACON,100,100,2020-09-15 08:16:53.051
9537,pocket wish,49000,3,2020-09-15 08:16:54.524
7773,transdermal smoke patch,5000,1,2020-09-15 08:17:09.460
9537,pocket wish,49900,5,2020-09-15 09:06:01.363
304,dry noodles,250,5,2020-09-15 09:16:39.093
9537,pocket wish,49900,3,2020-09-15 09:22:40.932
304,dry noodles,250,15,2020-09-15 09:30:26.779
346,scrumptious reagent,850,15,2020-09-15 09:30:47.258
9537,pocket wish,49500,3,2020-09-15 10:15:55.602
304,dry noodles,100,1,2020-09-15 10:21:22.870
10259,grain of sand,100,9,2020-09-15 11:43:30.318
9537,pocket wish,49900,3,2020-09-15 12:08:18.030
1959,tattered scrap of paper,1000,123,2020-09-15 12:31:21.152
9537,pocket wish,49888,20,2020-09-15 12:31:30.671
