item_id,name,price,quantity,meat,datetime,userName,userid
4463,chocolate turtle totem,2418,1,2418,2021-02-05 05:20:04,ForKrunkyandJadra,306700
4463,chocolate turtle totem,2418,1,2418,2021-02-05 05:20:12,Mr stuffy,15918
4463,chocolate turtle totem,2418,1,2418,2021-02-05 05:20:22,Mr stuffy,15918
9924,Special Seasoning,1986,12,23832,2021-02-05 05:21:23,Mr Gravy,95102
9537,pocket wish,49996,73,3649708,2021-02-05 05:55:04,Gausie,1197090
4463,chocolate turtle totem,2418,1,2418,2021-02-05 06:08:14,Ladrona,1247444
9924,Special Seasoning,1986,3,5958,2021-02-05 06:13:22,Gausie,1197090
9924,Special Seasoning,1986,9,17874,2021-02-05 06:37:19,Ryu King,725488
4463,chocolate turtle totem,2418,1,2418,2021-02-05 07:10:10,Mikko,1234594
4465,chocolate saucepan,3469,3,10407,2021-02-05 07:29:58,Johnatton,124649
4465,chocolate saucepan,3469,3,10407,2021-02-05 07:59:58,Juliiw,1856960
4465,chocolate saucepan,3469,1,3469,2021-02-05 08:01:11,Shikigami,852115
4465,chocolate saucepan,3469,1,3469,2021-02-05 08:10:02,Your_Master,28563
4465,chocolate saucepan,3469,1,3469,2021-02-05 08:10:09,Your_Master,28563
4465,chocolate saucepan,3469,1,3469,2021-02-05 08:10:18,Your_Master,28563
4465,chocolate saucepan,3468,1,3468,2021-02-05 08:25:20,Bahke,1216511
4465,chocolate saucepan,3469,1,3469,2021-02-05 08:38:30,Kolu,3362038
4465,chocolate saucepan,3469,1,3469,2021-02-05 08:41:07,tekkers,2379536
4465,chocolate saucepan,3469,1,3469,2021-02-05 08:41:14,tekkers,2379536
4465,chocolate saucepan,3469,1,3469,2021-02-05 09:02:40,TheL0ser,1178050
4465,chocolate saucepan,3469,1,3469,2021-02-05 09:02:48,TheL0ser,1178050
4465,chocolate saucepan,3469,1,3469,2021-02-05 09:02:57,TheL0ser,1178050
4463,chocolate turtle totem,2417,1,2417,2021-02-05 09:11:08,Tortuganator,1247436
8546,bag of grain,87999,1,87999,2021-02-05 09:35:32,Txranger,121485
8546,bag of grain,87999,1,87999,2021-02-05 09:38:14,Txranger,121485
8546,bag of grain,87999,1,87999,2021-02-05 09:40:56,Txranger,121485
8546,bag of grain,87999,1,87999,2021-02-05 09:42:36,Txranger,121485
8546,bag of grain,87999,1,87999,2021-02-05 09:46:12,Txranger,121485
8546,bag of grain,87999,1,87999,2021-02-05 09:47:32,Txranger,121485
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 09:53:00,Dorcks,691860
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 09:53:15,Dorcks,691860
3575,sand dollar,199,1,199,2021-02-05 09:53:35,Cyber10,3343437
3575,sand dollar,199,2,398,2021-02-05 09:53:43,Cyber10,3343437
8546,bag of grain,87999,1,87999,2021-02-05 09:54:24,Txranger,121485
9924,Special Seasoning,1986,4,7944,2021-02-05 09:55:02,Duckey Yoda,1618440
8546,bag of grain,87999,1,87999,2021-02-05 09:59:20,Txranger,121485
4463,chocolate turtle totem,2417,2,4834,2021-02-05 10:00:20,peter petrelli,2562090
8546,bag of grain,87999,1,87999,2021-02-05 10:02:58,Txranger,121485
8546,bag of grain,87999,1,87999,2021-02-05 10:04:52,Txranger,121485
8546,bag of grain,87999,1,87999,2021-02-05 10:06:27,Txranger,121485
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 10:12:48,Azzuro,775365
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 10:12:53,Azzuro,775365
4465,chocolate saucepan,3469,1,3469,2021-02-05 10:20:17,daadre,2196485
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 10:20:35,El Presidente,775322
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 10:20:39,El Presidente,775322
9924,Special Seasoning,1986,3,5958,2021-02-05 10:20:58,daadre,2196485
9924,Special Seasoning,1986,3,5958,2021-02-05 10:22:45,SketchySolid,422389
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 10:27:53,The Anonymous Adventurer,775122
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 10:27:57,The Anonymous Adventurer,775122
9537,pocket wish,49997,1,49997,2021-02-05 10:30:03,heyaretheybetterthanmyspitones,3414557
9924,Special Seasoning,1986,3,5958,2021-02-05 10:37:53,The Oaktinator,772188
4467,chocolate stolen accordion,3846,2,7692,2021-02-05 10:38:01,CheeseyPickle,3048851
4463,chocolate turtle totem,2417,1,2417,2021-02-05 11:13:46,bastard0,1553305
4463,chocolate turtle totem,2417,1,2417,2021-02-05 11:13:50,bastard0,1553305
4463,chocolate turtle totem,2417,1,2417,2021-02-05 11:13:53,bastard0,1553305
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 11:40:35,Daemonson,2283243
4463,chocolate turtle totem,2417,1,2417,2021-02-05 11:40:42,Bloodpurge,1405129
4463,chocolate turtle totem,2417,1,2417,2021-02-05 11:40:49,Bloodpurge,1405129
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 11:41:42,Adonisrules,3332191
4463,chocolate turtle totem,2417,1,2417,2021-02-05 12:02:48,Rendar55,1218486
9924,Special Seasoning,1986,3,5958,2021-02-05 12:12:41,peter petrelli,2562090
4463,chocolate turtle totem,2417,3,7251,2021-02-05 12:13:59,Tiny_Plastic_Pazzoli,2191503
8742,perfect paloma,3698,1,3698,2021-02-05 12:21:35,ss55,2102017
9924,Special Seasoning,1986,2,3972,2021-02-05 12:25:02,TripWood,19631
4463,chocolate turtle totem,2417,1,2417,2021-02-05 12:28:20,Property of Old CWs,2011432
9924,Special Seasoning,1986,5,9930,2021-02-05 12:28:35,Property of Old CWs,2011432
9924,Special Seasoning,1986,3,5958,2021-02-05 13:09:09,The Oakceror,780061
4463,chocolate turtle totem,2417,1,2417,2021-02-05 13:09:29,sportyspaz,766991
4463,chocolate turtle totem,2417,1,2417,2021-02-05 13:09:35,sportyspaz,766991
9924,Special Seasoning,1986,9,17874,2021-02-05 13:13:26,The Dictator,2766368
9924,Special Seasoning,1986,1,1986,2021-02-05 13:18:24,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:18:37,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:18:43,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:18:48,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:18:53,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:18:57,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:19:03,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:19:07,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:19:11,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:19:16,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:19:43,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:19:53,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:20:05,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:20:16,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:20:27,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:20:35,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,1,1986,2021-02-05 13:20:44,Jenna Jameson Is Hot,757319
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 13:22:03,Tiny Plastic Cat in the Hat,1557176
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 13:22:10,Tiny Plastic Cat in the Hat,1557176
9924,Special Seasoning,1986,1,1986,2021-02-05 13:23:43,Jenna Jameson Is Hot,757319
9924,Special Seasoning,1986,10,19860,2021-02-05 13:39:36,Ryo_Sangnoir,852958
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 13:52:46,Dijonius,1742083
9924,Special Seasoning,1986,1,1986,2021-02-05 13:52:48,The Oakceror,780061
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 13:52:52,Dijonius,1742083
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 13:52:58,Dijonius,1742083
4463,chocolate turtle totem,2416,3,7248,2021-02-05 14:23:17,BrickFrog,2178279
9924,Special Seasoning,1986,5,9930,2021-02-05 14:23:26,BrickFrog,2178279
9924,Special Seasoning,1986,8,15888,2021-02-05 14:28:37,triggerofsol,2080800
9924,Special Seasoning,1986,2,3972,2021-02-05 14:30:48,Quangminh,1984647
9924,Special Seasoning,1986,1,1986,2021-02-05 14:33:21,Quangminh,1984647
9924,Special Seasoning,1986,7,13902,2021-02-05 14:45:38,Miser,1230819
9537,pocket wish,49996,8,399968,2021-02-05 14:57:11,ReverKiller,892618
9924,Special Seasoning,1985,3,5955,2021-02-05 15:00:59,Epicgamer,37195
9924,Special Seasoning,1985,1,1985,2021-02-05 15:02:12,Epicgamer,37195
9924,Special Seasoning,1985,6,11910,2021-02-05 15:03:40,WhimOrClutters,693190
8686,perfect ice cube,3599,1,3599,2021-02-05 15:05:50,Counterclockwise,3139266
9924,Special Seasoning,1985,5,9925,2021-02-05 15:05:52,Counterclockwise,3139266
9924,Special Seasoning,1985,3,5955,2021-02-05 15:25:03,mrOaks,725658
4465,chocolate saucepan,3479,2,6958,2021-02-05 15:33:42,SoopyPoupy,2168409
9924,Special Seasoning,1985,5,9925,2021-02-05 15:33:49,SoopyPoupy,2168409
4465,chocolate saucepan,3479,1,3479,2021-02-05 15:47:11,SoopyPoupy,2168409
5227,bucket of wine,4997,3,14991,2021-02-05 15:50:10,creamcheeseier,1868686
9924,Special Seasoning,1985,1,1985,2021-02-05 15:51:17,Epicgamer,37195
4465,chocolate saucepan,3479,2,6958,2021-02-05 16:05:44,Zazalof2,2166544
9924,Special Seasoning,1985,5,9925,2021-02-05 16:05:48,Zazalof2,2166544
4467,chocolate stolen accordion,3846,2,7692,2021-02-05 16:06:25,Zazalof,2166494
9924,Special Seasoning,1985,5,9925,2021-02-05 16:06:31,Zazalof,2166494
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 16:08:45,h7u9i,1149193
4467,chocolate stolen accordion,3846,1,3846,2021-02-05 16:08:47,h7u9i,1149193
3575,sand dollar,176,40,7040,2021-02-05 16:16:30,Lasagnes,3421751
4465,chocolate saucepan,3479,1,3479,2021-02-05 16:26:09,Zazalof2,2166544
8763,BACON,174,1275,221850,2021-02-05 16:29:58,SketchySolid,422389
9924,Special Seasoning,1985,4,7940,2021-02-05 16:39:21,Mortigulo,3011693
8763,BACON,179,982,175778,2021-02-05 17:20:02,Pantsless,1450097
9924,Special Seasoning,1985,6,11910,2021-02-05 17:28:38,FlunkDogg,2488321
3575,sand dollar,176,58,10208,2021-02-05 17:29:36,IvonaDrinky,3421732
9924,Special Seasoning,1985,3,5955,2021-02-05 17:30:56,Eclipsing,1937890
8763,BACON,179,32,5728,2021-02-05 17:36:13,GoingSealClubbing,3059824
8763,BACON,179,1000,179000,2021-02-05 17:37:07,Pantsless,1450097
9924,Special Seasoning,1985,15,29775,2021-02-05 17:37:07,GoingSealClubbing,3059824
4467,chocolate stolen accordion,3838,2,7676,2021-02-05 17:43:10,Lightbender,2093264
4465,chocolate saucepan,3479,2,6958,2021-02-05 17:43:59,Ezandora,1557284
9924,Special Seasoning,1985,2,3970,2021-02-05 17:49:35,Lightbender,2093264
9924,Special Seasoning,1985,1,1985,2021-02-05 17:52:53,Lightbender,2093264
9537,pocket wish,49996,42,2099832,2021-02-05 17:55:10,ReverKiller,892618
8763,BACON,179,1000,179000,2021-02-05 18:05:50,Pantsless,1450097
8763,BACON,179,100,17900,2021-02-05 18:13:19,Jimbobman,3432953
9924,Special Seasoning,1983,10,19830,2021-02-05 18:14:42,Uncanny Adventurer,798626
9924,Special Seasoning,1983,3,5949,2021-02-05 18:33:45,jaceyy,1723390
9924,Special Seasoning,1983,3,5949,2021-02-05 18:33:48,Jacey,1702371
9924,Special Seasoning,1983,3,5949,2021-02-05 18:34:56,tadpoler,2495947
4465,chocolate saucepan,3479,1,3479,2021-02-05 18:49:22,ZombieWomble,1341083
4465,chocolate saucepan,3479,1,3479,2021-02-05 18:49:30,ZombieWomble,1341083
4465,chocolate saucepan,3479,1,3479,2021-02-05 18:49:38,ZombieWomble,1341083
4463,chocolate turtle totem,2413,2,4826,2021-02-05 18:49:47,Bang Wang,2976275
9924,Special Seasoning,1983,1,1983,2021-02-05 18:50:07,ZombieWomble,1341083
9924,Special Seasoning,1983,1,1983,2021-02-05 18:50:11,ZombieWomble,1341083
9924,Special Seasoning,1983,1,1983,2021-02-05 18:50:15,ZombieWomble,1341083
9924,Special Seasoning,1983,1,1983,2021-02-05 18:50:19,ZombieWomble,1341083
9924,Special Seasoning,1983,1,1983,2021-02-05 18:50:25,ZombieWomble,1341083
9924,Special Seasoning,1983,2,3966,2021-02-05 18:53:13,ZombieWomble,1341083
4467,chocolate stolen accordion,3836,3,11508,2021-02-05 19:06:45,RUPATUPA,354523
4465,chocolate saucepan,3479,1,3479,2021-02-05 19:08:44,Falcon,379411
4465,chocolate saucepan,3479,1,3479,2021-02-05 19:08:51,Falcon,379411
9924,Special Seasoning,1983,3,5949,2021-02-05 19:14:33,Embodiment,2323582
4467,chocolate stolen accordion,3836,1,3836,2021-02-05 19:24:59,Ooog,2603181
4467,chocolate stolen accordion,3836,1,3836,2021-02-05 19:25:07,Ooog,2603181
8739,perfect dark and stormy,4199,15,62985,2021-02-05 19:32:55,kol329,1798617
4463,chocolate turtle totem,2413,1,2413,2021-02-05 19:39:09,MobaLegend1,3418606
9924,Special Seasoning,1983,174,345042,2021-02-05 19:39:29,MobaLegend1,3418606
4463,chocolate turtle totem,2413,1,2413,2021-02-05 20:41:31,Clevinger,1515342
5227,bucket of wine,4989,1,4989,2021-02-05 20:55:04,MilkmanSoak,2416491
4465,chocolate saucepan,3479,3,10437,2021-02-05 21:00:04,Spazmodic,2198838
4462,chocolate seal-clubbing club,5424,1,5424,2021-02-05 21:00:39,Damian Domino Davis,2602681
4463,chocolate turtle totem,2413,2,4826,2021-02-05 21:10:36,Bourbon_bot,2122013
4463,chocolate turtle totem,2415,1,2415,2021-02-05 21:33:16,Blister75,1868518
4465,chocolate saucepan,3479,2,6958,2021-02-05 21:35:57,caducus,2152206
4463,chocolate turtle totem,2415,1,2415,2021-02-05 22:06:37,shootgun47,2939230
4467,chocolate stolen accordion,3836,10,38360,2021-02-05 22:17:10,ilikethisgame,2273483
5227,bucket of wine,4989,1,4989,2021-02-05 22:29:32,Thoth19,2482247
4465,chocolate saucepan,3479,2,6958,2021-02-05 22:45:28,Bwaaaaa,2066368
8763,BACON,179,35,6265,2021-02-05 22:50:47,bobdapunk,3066402
4463,chocolate turtle totem,2415,1,2415,2021-02-05 22:52:04,bobdapunk,3066402
4467,chocolate stolen accordion,3839,1,3839,2021-02-05 22:53:00,fxer,1661854
4467,chocolate stolen accordion,3839,1,3839,2021-02-05 22:53:02,fxer,1661854
4465,chocolate saucepan,3479,2,6958,2021-02-05 22:53:29,Caldyy,2366659
4465,chocolate saucepan,3479,1,3479,2021-02-05 23:03:53,Sakaki,2456416
8763,BACON,179,9,1611,2021-02-05 23:09:11,JD McSquinty,1981519
4465,chocolate saucepan,3479,2,6958,2021-02-05 23:10:29,Dark Mount,1102444
4465,chocolate saucepan,3479,2,6958,2021-02-05 23:16:37,bobbysue,2012462
4465,chocolate saucepan,3479,2,6958,2021-02-05 23:24:26,TQuilla,2771003
8763,BACON,179,97,17363,2021-02-05 23:29:08,Saklad5,3175321
8763,BACON,179,20,3580,2021-02-05 23:29:10,Saklad5,3175321
8763,BACON,179,74,13246,2021-02-05 23:29:11,Saklad5,3175321
4465,chocolate saucepan,3479,2,6958,2021-02-05 23:29:52,Johnatton,124649
4463,chocolate turtle totem,2415,1,2415,2021-02-05 23:29:56,Sir Loin Chop,1185259
4463,chocolate turtle totem,2415,1,2415,2021-02-05 23:30:04,Sir Loin Chop,1185259
4463,chocolate turtle totem,2415,1,2415,2021-02-05 23:30:12,Sir Loin Chop,1185259
8763,BACON,179,100,17900,2021-02-05 23:39:43,Hello12345678,3237661
4467,chocolate stolen accordion,3839,1,3839,2021-02-05 23:42:09,omnidirectional badger,716737
4467,chocolate stolen accordion,3839,1,3839,2021-02-05 23:42:16,omnidirectional badger,716737
4463,chocolate turtle totem,2415,1,2415,2021-02-05 23:46:46,Clevinger,1515342
8763,BACON,179,16,2864,2021-02-05 23:51:41,AlbinoRhino,580686
4465,chocolate saucepan,3479,3,10437,2021-02-05 23:54:28,ClubberMcClubbington,3097484
4465,chocolate saucepan,3479,3,10437,2021-02-05 23:57:14,ImpastaPasta,3192079
4465,chocolate saucepan,3479,3,10437,2021-02-06 00:00:04,SaucedSauceror,3196603
4465,chocolate saucepan,3479,3,10437,2021-02-06 00:03:06,Spazmodic2,2200600
4467,chocolate stolen accordion,3839,2,7678,2021-02-06 00:28:47,IMAMULTI,3186943
4463,chocolate turtle totem,2415,1,2415,2021-02-06 00:41:59,XWiz,1057104
4465,chocolate saucepan,3479,2,6958,2021-02-06 01:09:51,PlasticZ,2435256
7170,scroll case,33000,1,33000,2021-02-06 01:45:28,GrEEnKing01,2184363
4463,chocolate turtle totem,2415,2,4830,2021-02-06 01:55:07,adabra,2778645
4467,chocolate stolen accordion,3839,1,3839,2021-02-06 02:23:23,Morgoth1145,1890100
4467,chocolate stolen accordion,3839,1,3839,2021-02-06 02:23:25,Morgoth1145,1890100
4463,chocolate turtle totem,2415,1,2415,2021-02-06 03:06:22,Adoraya,1895240
4464,chocolate pasta spoon,5489,30,164670,2021-02-06 03:25:05,ThunderGate,294980
4465,chocolate saucepan,3479,1,3479,2021-02-06 03:26:07,ThunderGate,294980
4463,chocolate turtle totem,2415,5,12075,2021-02-06 03:27:58,ThunderGate,294980
304,dry noodles,344,1,344,2021-02-06 03:57:15,Gurni,95111
3575,sand dollar,176,3,528,2021-02-06 04:06:11,lady_of_legolas,2028909
4463,chocolate turtle totem,2497,3,7491,2021-02-06 04:24:38,Banana4,1815088
4467,chocolate stolen accordion,3837,1,3837,2021-02-06 04:54:48,CathyOak,542103
4467,chocolate stolen accordion,3837,1,3837,2021-02-06 04:54:57,CathyOak,542103
4463,chocolate turtle totem,2496,1,2496,2021-02-06 06:07:40,Ladrona,1247444
4467,chocolate stolen accordion,3837,1,3837,2021-02-06 06:32:55,Lollygot,3347163
4463,chocolate turtle totem,2496,1,2496,2021-02-06 07:09:44,Mikko,1234594
4465,chocolate saucepan,3499,3,10497,2021-02-06 07:10:51,The Oaktinator,772188
4463,chocolate turtle totem,2496,1,2496,2021-02-06 07:21:41,ForKrunkyandJadra,306700
4463,chocolate turtle totem,2496,1,2496,2021-02-06 07:21:50,ForKrunkyandJadra,306700
4463,chocolate turtle totem,2496,1,2496,2021-02-06 07:22:00,ForKrunkyandJadra,306700
4463,chocolate turtle totem,2496,1,2496,2021-02-06 07:22:03,Mr stuffy,15918
4463,chocolate turtle totem,2496,1,2496,2021-02-06 07:22:12,Mr stuffy,15918
4463,chocolate turtle totem,2496,1,2496,2021-02-06 07:22:22,Mr stuffy,15918
4463,chocolate turtle totem,2496,1,2496,2021-02-06 07:57:47,Property of Old CWs,2011432
4465,chocolate saucepan,3499,1,3499,2021-02-06 08:01:12,Shikigami,852115
4467,chocolate stolen accordion,3837,1,3837,2021-02-06 08:14:24,Roibeard,2368635
9537,pocket wish,49995,89,4449555,2021-02-06 08:29:22,ReverKiller,892618
8763,BACON,177,991,175407,2021-02-06 08:32:25,Aeresx,2388087
4463,chocolate turtle totem,2496,1,2496,2021-02-06 09:11:11,Tortuganator,1247436
4465,chocolate saucepan,3479,1,3479,2021-02-06 09:58:32,Bahke,1216511
4465,chocolate saucepan,3479,1,3479,2021-02-06 09:58:39,Bahke,1216511
8546,bag of grain,86997,1,86997,2021-02-06 10:03:22,Txranger,121485
4463,chocolate turtle totem,2496,2,4992,2021-02-06 10:14:42,Mr Wouldyoupleasehelpmypony,2991677
4463,chocolate turtle totem,2496,1,2496,2021-02-06 10:39:30,Derrin,1404337
4465,chocolate saucepan,3479,1,3479,2021-02-06 10:43:07,tekkers,2379536
4465,chocolate saucepan,3479,1,3479,2021-02-06 10:43:15,tekkers,2379536
8763,BACON,177,890,157530,2021-02-06 10:47:19,Pantsless,1450097
8993,jumping horseradish,3500,1,3500,2021-02-06 10:51:35,iaruk,1200792
8993,jumping horseradish,3500,1,3500,2021-02-06 10:51:37,iaruk,1200792
8763,BACON,177,149,26373,2021-02-06 10:54:19,End of Time,3156436
4467,chocolate stolen accordion,3837,2,7674,2021-02-06 10:58:01,Lightbender,2093264
4465,chocolate saucepan,3479,1,3479,2021-02-06 11:04:24,TheL0ser,1178050
4465,chocolate saucepan,3479,1,3479,2021-02-06 11:04:32,TheL0ser,1178050
4465,chocolate saucepan,3479,1,3479,2021-02-06 11:04:40,TheL0ser,1178050
4463,chocolate turtle totem,2496,2,4992,2021-02-06 11:19:48,Mrs Wouldyoupleasehelpmypony,2991678
4467,chocolate stolen accordion,3837,1,3837,2021-02-06 11:22:38,Dorcks,691860
4467,chocolate stolen accordion,3837,1,3837,2021-02-06 11:22:51,Dorcks,691860
4465,chocolate saucepan,3479,1,3479,2021-02-06 11:24:20,Ryo_Sangnoir,852958
8993,jumping horseradish,3500,30,105000,2021-02-06 11:31:15,Silver_Pazzoli,328435
4467,chocolate stolen accordion,3837,1,3837,2021-02-06 11:31:44,Azzuro,775365
4467,chocolate stolen accordion,3837,1,3837,2021-02-06 11:31:49,Azzuro,775365
